ID_REF	VALUE
1007_s_at	10.4264
1053_at	6.5778
117_at	5.7193
121_at	3.7237
1255_g_at	2.3518
1294_at	5.675
1316_at	4.9772
1320_at	5.1069
1405_i_at	5.3496
1431_at	4.1666
1438_at	4.1376
1487_at	8.7097
1494_f_at	2.7094
1552256_a_at	5.4565
1552257_a_at	10.3827
1552258_at	3.4172
1552261_at	3.493
1552263_at	6.199
1552264_a_at	5.2382
1552266_at	2.9029
1552269_at	2.7147
1552271_at	2.8576
1552272_a_at	3.4098
1552274_at	4.549
1552275_s_at	5.5234
1552276_a_at	3.0631
1552277_a_at	6.0247
1552278_a_at	3.5258
1552279_a_at	3.0467
1552280_at	2.7954
1552281_at	2.9496
1552283_s_at	5.5615
1552286_at	6.6674
1552287_s_at	9.0576
1552288_at	2.9478
1552289_a_at	2.4473
1552291_at	9.1022
1552293_at	3.5841
1552295_a_at	3.6942
1552296_at	4.0703
1552299_at	4.1857
1552301_a_at	3.4145
1552302_at	4.7558
1552303_a_at	3.2385
1552304_at	3.1044
1552306_at	5.2933
1552307_a_at	6.327
1552309_a_at	8.3981
1552310_at	6.9218
1552311_a_at	3.4282
1552312_a_at	3.4343
1552314_a_at	3.2972
1552315_at	2.6161
1552316_a_at	4.2606
1552318_at	4.2904
1552319_a_at	5.316
1552320_a_at	3.6729
1552321_a_at	3.0238
1552322_at	3.8196
1552323_s_at	5.2705
1552325_at	3.2948
1552326_a_at	3.1712
1552327_at	4.9595
1552329_at	8.4501
1552330_at	4.6075
1552332_at	3.9065
1552334_at	7.7379
1552335_at	2.6661
1552337_s_at	2.3931
1552338_at	2.7473
1552340_at	3.0859
1552343_s_at	6.5343
1552344_s_at	3.3924
1552347_at	6.6229
1552348_at	3.1899
1552349_a_at	2.6958
1552354_at	2.2632
1552355_s_at	3.2107
1552359_at	3.2252
1552360_a_at	9.0176
1552362_a_at	5.0244
1552364_s_at	2.6567
1552365_at	4.7789
1552367_a_at	3.4447
1552368_at	2.1463
1552370_at	6.9405
1552372_at	2.1713
1552373_s_at	2.6385
1552375_at	5.0319
1552377_s_at	5.3383
1552378_s_at	3.8322
1552379_at	2.9149
1552381_at	2.9164
1552383_at	3.9056
1552384_a_at	2.425
1552386_at	2.7405
1552388_at	2.856
1552389_at	3.3702
1552390_a_at	2.8317
1552391_at	3.7597
1552393_at	3.0875
1552394_a_at	3.2525
1552395_at	1.9619
1552396_at	3.2856
1552398_a_at	6.1572
1552399_a_at	2.9408
1552400_a_at	4.8585
1552401_a_at	3.9968
1552402_at	3.4971
1552405_at	2.5131
1552408_at	2.1273
1552409_a_at	3.4609
1552410_at	4.4648
1552411_at	1.9232
1552412_a_at	2.419
1552414_at	3.0223
1552415_a_at	2.5233
1552417_a_at	3.5525
1552418_at	2.9915
1552419_s_at	2.1179
1552421_a_at	1.9498
1552422_at	2.9768
1552423_at	5.7014
1552424_at	2.9057
1552425_a_at	3.26
1552426_a_at	12.2833
1552427_at	3.5703
1552430_at	2.626
1552432_at	2.8091
1552436_a_at	2.3067
1552438_a_at	2.4677
1552439_s_at	3.1407
1552440_at	2.4052
1552445_a_at	1.9269
1552448_a_at	2.0627
1552449_a_at	1.9682
1552450_a_at	2.1795
1552452_at	2.1489
1552453_a_at	3.3799
1552455_at	3.3595
1552456_a_at	2.8415
1552457_a_at	3.0967
1552458_at	2.8596
1552459_a_at	2.3776
1552461_at	1.973
1552463_at	2.7398
1552466_x_at	3.5826
1552467_at	2.9708
1552468_a_at	2.8958
1552470_a_at	2.6311
1552472_a_at	6.4774
1552473_at	3.3356
1552474_a_at	4.8063
1552476_s_at	2.8659
1552477_a_at	6.7475
1552478_a_at	4.6172
1552480_s_at	3.8648
1552481_s_at	8.8498
1552482_at	4.9726
1552484_at	2.4663
1552485_at	5.6602
1552486_s_at	5.7909
1552487_a_at	7.0122
1552489_s_at	2.627
1552490_at	2.5241
1552491_at	5.4436
1552493_s_at	2.8037
1552494_at	2.9779
1552496_a_at	4.3942
1552497_a_at	3.0116
1552498_at	2.5532
1552499_a_at	2.6892
1552501_a_at	3.3543
1552502_s_at	5.5599
1552503_at	2.4292
1552504_a_at	2.9053
1552506_at	2.0664
1552507_at	2.633
1552508_at	2.8229
1552509_a_at	8.205
1552510_at	2.7688
1552511_a_at	1.9439
1552514_at	3.1666
1552515_at	3.008
1552516_a_at	2.7283
1552518_s_at	4.8127
1552519_at	7.4337
1552520_at	3.7724
1552521_a_at	3.3097
1552522_at	2.155
1552523_a_at	2.7471
1552524_at	2.5577
1552526_at	2.936
1552528_at	2.6714
1552531_a_at	3.0562
1552532_a_at	11.6229
1552535_at	2.7873
1552536_at	7.8704
1552538_a_at	2.9879
1552540_s_at	4.5263
1552541_at	3.2827
1552542_s_at	2.4864
1552543_a_at	3.1547
1552544_at	10.2937
1552546_a_at	3.5863
1552548_at	2.3963
1552549_a_at	2.8609
1552552_s_at	2.6599
1552553_a_at	5.3947
1552554_a_at	2.3836
1552555_at	3.385
1552557_a_at	3.6907
1552558_a_at	2.9871
1552559_a_at	2.6143
1552562_at	3.6976
1552563_a_at	3.1272
1552564_at	2.9757
1552566_at	4.5918
1552568_at	2.4026
1552569_a_at	2.6003
1552570_at	3.3012
1552572_a_at	2.7545
1552573_s_at	3.2291
1552575_a_at	8.6542
1552576_at	3.4807
1552578_a_at	2.8262
1552579_a_at	2.7816
1552580_at	2.9728
1552582_at	1.9715
1552583_s_at	2.5389
1552584_at	7.0231
1552585_s_at	2.4793
1552586_at	2.8776
1552587_at	2.1418
1552588_a_at	1.989
1552590_a_at	2.2125
1552592_at	2.4885
1552594_at	3.5193
1552596_at	2.8563
1552598_at	2.4127
1552599_at	1.9891
1552602_at	2.6227
1552604_at	2.4467
1552605_s_at	2.3341
1552607_at	7.0902
1552608_at	2.9769
1552609_s_at	2.8605
1552610_a_at	6.0257
1552611_a_at	6.3379
1552612_at	6.2229
1552613_s_at	7.1163
1552615_at	4.8582
1552616_a_at	3.3527
1552617_a_at	6.6507
1552618_at	4.9036
1552619_a_at	4.6863
1552620_at	12.7023
1552621_at	7.9135
1552622_s_at	8.6186
1552623_at	2.7687
1552625_a_at	6.4129
1552626_a_at	3.3841
1552627_a_at	3.8488
1552628_a_at	9.3136
1552629_a_at	2.0038
1552630_a_at	3.008
1552631_a_at	3.8953
1552632_a_at	3.8336
1552633_at	3.1833
1552634_a_at	5.3299
1552637_at	2.6172
1552639_at	2.5545
1552641_s_at	3.1857
1552643_at	6.2347
1552644_a_at	2.759
1552646_at	6.1016
1552648_a_at	3.1442
1552649_a_at	2.9103
1552651_a_at	2.8761
1552652_at	4.1284
1552656_s_at	2.92
1552657_a_at	2.6756
1552658_a_at	6.5477
1552660_a_at	2.9073
1552661_at	2.9518
1552662_a_at	2.1422
1552663_a_at	2.7622
1552664_at	11.8247
1552665_at	3.1455
1552666_a_at	2.7157
1552667_a_at	3.4102
1552669_at	2.5129
1552670_a_at	3.644
1552671_a_at	5.0607
1552672_a_at	3.3189
1552673_at	1.8653
1552674_at	2.9368
1552675_at	3.0139
1552676_at	2.6973
1552677_a_at	3.747
1552678_a_at	3.4273
1552680_a_at	2.5581
1552682_a_at	2.7656
1552684_a_at	3.0585
1552685_a_at	7.5905
1552686_at	2.2528
1552687_a_at	3.1147
1552689_at	9.614
1552690_a_at	2.6991
1552691_at	2.5545
1552693_at	2.4054
1552694_at	3.8164
1552695_a_at	4.4835
1552696_at	3.0818
1552698_at	2.5924
1552701_a_at	7.2197
1552703_s_at	8.2842
1552705_at	4.8958
1552708_a_at	3.5511
1552711_a_at	7.8963
1552712_a_at	7.9335
1552713_a_at	2.19
1552714_at	2.2022
1552715_a_at	2.0816
1552716_at	4.0625
1552717_s_at	2.8393
1552718_at	4.2311
1552719_at	4.6393
1552721_a_at	3.2
1552722_at	2.7833
1552724_at	3.3207
1552725_s_at	2.8004
1552726_at	5.6517
1552727_s_at	5.8054
1552729_at	3.5997
1552730_at	2.3922
1552731_at	3.2252
1552732_at	2.9588
1552733_at	8.3783
1552734_at	3.5299
1552735_at	4.315
1552736_a_at	2.2255
1552737_s_at	3.0425
1552738_a_at	5.3751
1552739_s_at	7.3465
1552740_at	4.2393
1552742_at	4.4902
1552743_at	2.8695
1552745_at	2.3396
1552747_a_at	3.5956
1552749_a_at	3.2623
1552750_at	2.2277
1552751_a_at	2.8507
1552752_a_at	2.776
1552754_a_at	6.4111
1552755_at	3.34
1552757_s_at	1.9062
1552758_at	2.8294
1552760_at	3.0872
1552761_at	3.1436
1552763_at	2.9757
1552765_x_at	3.0675
1552766_at	2.2653
1552767_a_at	5.8108
1552768_at	2.9745
1552769_at	3.3012
1552770_s_at	3.6955
1552771_a_at	2.7489
1552772_at	2.3589
1552773_at	3.0558
1552774_a_at	6.1198
1552775_at	2.9307
1552777_a_at	4.1596
1552779_a_at	2.5246
1552782_at	3.1252
1552783_at	2.6478
1552785_at	5.593
1552787_at	3.0621
1552788_a_at	2.8242
1552789_at	9.3067
1552790_a_at	9.0038
1552791_a_at	2.1624
1552792_at	3.7389
1552793_at	2.4401
1552794_a_at	4.7433
1552796_a_at	2.0337
1552797_s_at	13.1372
1552798_a_at	3.1268
1552799_at	3.3422
1552800_at	2.7069
1552801_at	1.9918
1552803_a_at	3.8402
1552804_a_at	3.4583
1552806_a_at	2.8983
1552807_a_at	4.7216
1552808_at	3.2224
1552809_at	2.5894
1552811_at	4.0871
1552812_a_at	2.5711
1552813_at	2.9862
1552814_a_at	2.5171
1552816_at	2.5676
1552818_a_at	2.6575
1552819_at	2.5355
1552822_at	3.0062
1552825_at	2.903
1552826_at	3.1261
1552827_s_at	2.3331
1552828_at	2.5551
1552829_at	8.8947
1552830_at	2.9211
1552833_at	3.0681
1552834_at	3.4229
1552835_at	2.9251
1552836_at	3.4275
1552837_at	2.9286
1552839_at	2.7196
1552841_s_at	1.7477
1552842_at	2.6426
1552843_at	2.9095
1552845_at	3.3661
1552846_s_at	3.6967
1552848_a_at	2.7891
1552849_at	2.7222
1552851_at	2.5132
1552852_a_at	3.0752
1552853_at	2.5557
1552854_a_at	2.854
1552856_at	2.8896
1552857_a_at	2.4642
1552858_at	2.0022
1552860_at	2.2832
1552862_at	10.8173
1552863_a_at	2.3189
1552865_a_at	2.6608
1552867_at	3.1748
1552868_at	2.6196
1552870_s_at	5.8844
1552872_at	3.1739
1552873_s_at	3.3183
1552875_a_at	2.994
1552876_at	2.2837
1552877_s_at	2.6935
1552878_at	1.6943
1552879_a_at	2.5813
1552880_at	3.9801
1552882_a_at	6.2694
1552884_at	2.7924
1552885_a_at	3.0076
1552887_at	3.4977
1552889_a_at	3.5954
1552890_a_at	3.0211
1552892_at	3.0329
1552893_at	2.5732
1552895_a_at	2.4703
1552897_a_at	2.1582
1552898_a_at	2.6137
1552899_at	2.2549
1552900_a_at	2.3029
1552902_a_at	2.497
1552903_at	3.0315
1552904_at	2.1264
1552906_at	2.6214
1552908_at	3.9948
1552910_at	2.0922
1552911_at	2.7559
1552912_a_at	2.0026
1552913_at	2.1558
1552914_a_at	3.4231
1552915_at	2.5099
1552917_at	2.6366
1552919_at	2.7857
1552921_a_at	4.0599
1552922_at	2.2581
1552923_a_at	2.4571
1552924_a_at	3.8967
1552925_at	2.1114
1552927_at	3.4554
1552928_s_at	2.8196
1552929_at	2.4563
1552930_at	4.3703
1552931_a_at	4.6278
1552932_at	2.3814
1552933_at	2.8407
1552935_at	3.7521
1552937_s_at	4.1655
1552938_at	2.695
1552939_at	2.2052
1552940_at	2.9609
1552942_at	2.6982
1552943_at	1.9465
1552944_a_at	2.9119
1552946_at	3.2352
1552947_x_at	2.8329
1552948_at	2.6827
1552950_at	2.3314
1552952_at	2.8195
1552953_a_at	2.7681
1552954_at	3.106
1552955_at	2.5732
1552957_at	2.6345
1552960_at	3.1137
1552961_at	2.4227
1552964_at	2.2353
1552965_a_at	2.5025
1552967_at	2.224
1552969_a_at	2.8797
1552970_s_at	2.7945
1552971_at	2.1207
1552972_at	2.2042
1552973_at	2.3246
1552974_at	2.76
1552975_x_at	3.7298
1552976_at	2.6521
1552977_a_at	4.7165
1552978_a_at	3.3256
1552979_at	3.2401
1552980_at	10.7714
1552982_a_at	2.4415
1552985_at	2.878
1552986_at	3.541
1552987_a_at	2.0904
1552988_at	2.61
1552990_at	2.7575
1552991_at	2.5571
1552993_at	2.3182
1552995_at	2.8927
1552997_a_at	2.7319
1552998_at	2.0199
1552999_a_at	3.1801
1553002_at	2.672
1553003_at	3.0832
1553004_at	2.4239
1553006_at	1.9996
1553007_a_at	3.2657
1553009_s_at	2.4501
1553011_at	2.5488
1553013_at	1.7382
1553015_a_at	4.0842
1553016_at	2.2225
1553019_at	2.5818
1553020_at	2.6662
1553021_s_at	2.801
1553022_at	2.5549
1553023_a_at	3.5247
1553024_at	2.143
1553025_at	3.5604
1553027_a_at	2.5204
1553028_at	3.1858
1553030_a_at	5.8431
1553031_at	4.6979
1553032_at	2.2156
1553033_at	2.2459
1553034_at	5.1834
1553036_at	3.0552
1553037_a_at	3.9873
1553039_a_at	3.2612
1553041_at	2.3373
1553042_a_at	3.3524
1553043_a_at	2.8404
1553044_at	2.1049
1553045_at	2.9597
1553046_s_at	3.2429
1553047_at	3.1663
1553048_a_at	3.9173
1553051_s_at	3.411
1553052_at	3.0148
1553053_at	2.4055
1553055_a_at	3.5001
1553057_at	4.0919
1553058_at	3.0485
1553059_at	2.9442
1553060_at	2.7007
1553061_at	2.5028
1553062_at	5.7049
1553063_at	3.1085
1553064_at	3.3848
1553066_at	2.3364
1553067_a_at	6.9998
1553069_at	2.6653
1553070_a_at	2.2491
1553071_a_at	2.9374
1553072_at	5.1719
1553074_at	2.1606
1553075_a_at	2.185
