ID_REF	VALUE
1007_s_at	10.8274
1053_at	6.7757
117_at	3.916
121_at	4.5037
1255_g_at	2.3441
1294_at	5.3104
1316_at	5.361
1320_at	4.8473
1405_i_at	3.7849
1431_at	4.5887
1438_at	4.2008
1487_at	8.8676
1494_f_at	2.768
1552256_a_at	5.6255
1552257_a_at	10.0314
1552258_at	3.3574
1552261_at	3.1198
1552263_at	5.0223
1552264_a_at	4.9717
1552266_at	2.8111
1552269_at	2.617
1552271_at	2.8177
1552272_a_at	3.6427
1552274_at	4.8534
1552275_s_at	6.3621
1552276_a_at	3.0731
1552277_a_at	6.7684
1552278_a_at	3.4721
1552279_a_at	3.1726
1552280_at	2.3053
1552281_at	3.0148
1552283_s_at	5.3352
1552286_at	6.5956
1552287_s_at	9.4629
1552288_at	2.9469
1552289_a_at	2.671
1552291_at	8.9599
1552293_at	3.4448
1552295_a_at	3.4417
1552296_at	3.9511
1552299_at	4.4992
1552301_a_at	3.6231
1552302_at	5.0371
1552303_a_at	3.0833
1552304_at	2.7883
1552306_at	4.6962
1552307_a_at	6.1854
1552309_a_at	7.9162
1552310_at	7.0554
1552311_a_at	3.18
1552312_a_at	3.5632
1552314_a_at	3.4337
1552315_at	2.3854
1552316_a_at	3.9051
1552318_at	3.9356
1552319_a_at	4.0021
1552320_a_at	4.2012
1552321_a_at	3.4764
1552322_at	3.6004
1552323_s_at	4.9602
1552325_at	2.9858
1552326_a_at	3.0295
1552327_at	5.1906
1552329_at	7.8951
1552330_at	5.5999
1552332_at	4.1846
1552334_at	8.9279
1552335_at	2.8558
1552337_s_at	2.3256
1552338_at	2.6685
1552340_at	2.8745
1552343_s_at	6.6033
1552344_s_at	4.0209
1552347_at	7.3037
1552348_at	3.0989
1552349_a_at	2.6892
1552354_at	2.6032
1552355_s_at	3.2086
1552359_at	3.1059
1552360_a_at	9.0529
1552362_a_at	5.1359
1552364_s_at	2.6567
1552365_at	7.5591
1552367_a_at	3.9993
1552368_at	2.2512
1552370_at	5.8321
1552372_at	2.0883
1552373_s_at	2.5337
1552375_at	5.1749
1552377_s_at	5.2371
1552378_s_at	3.6957
1552379_at	3.0964
1552381_at	2.9024
1552383_at	3.9921
1552384_a_at	2.5977
1552386_at	1.801
1552388_at	3.0757
1552389_at	3.641
1552390_a_at	3.4759
1552391_at	3.797
1552393_at	2.9457
1552394_a_at	2.9179
1552395_at	2.4276
1552396_at	3.4455
1552398_a_at	3.9583
1552399_a_at	3.152
1552400_a_at	6.3847
1552401_a_at	4.1592
1552402_at	3.5611
1552405_at	2.4271
1552408_at	2.0257
1552409_a_at	3.456
1552410_at	3.9179
1552411_at	1.6985
1552412_a_at	2.5165
1552414_at	2.9616
1552415_a_at	2.4238
1552417_a_at	3.3936
1552418_at	3.1562
1552419_s_at	2.3291
1552421_a_at	2.2234
1552422_at	3.4805
1552423_at	5.7035
1552424_at	2.5455
1552425_a_at	3.854
1552426_a_at	12.1638
1552427_at	3.9021
1552430_at	2.5026
1552432_at	2.9857
1552436_a_at	2.3578
1552438_a_at	2.4347
1552439_s_at	3.1188
1552440_at	2.6282
1552445_a_at	1.8701
1552448_a_at	2.3077
1552449_a_at	2.3581
1552450_a_at	2.6054
1552452_at	2.4889
1552453_a_at	3.677
1552455_at	3.2058
1552456_a_at	2.8109
1552457_a_at	3.22
1552458_at	2.6594
1552459_a_at	2.3494
1552461_at	2.0194
1552463_at	2.2448
1552466_x_at	3.5236
1552467_at	2.8269
1552468_a_at	3.0095
1552470_a_at	2.9468
1552472_a_at	5.6845
1552473_at	3.4437
1552474_a_at	4.618
1552476_s_at	2.5061
1552477_a_at	7.8767
1552478_a_at	4.6172
1552480_s_at	3.1195
1552481_s_at	8.4483
1552482_at	4.8659
1552484_at	2.8463
1552485_at	5.0608
1552486_s_at	5.2538
1552487_a_at	8.3224
1552489_s_at	2.8802
1552490_at	2.7747
1552491_at	4.9831
1552493_s_at	2.7751
1552494_at	3.3328
1552496_a_at	5.0877
1552497_a_at	2.5364
1552498_at	2.5494
1552499_a_at	3.0612
1552501_a_at	2.9883
1552502_s_at	5.05
1552503_at	2.3652
1552504_a_at	2.9632
1552506_at	2.1826
1552507_at	2.5724
1552508_at	3.0324
1552509_a_at	6.2643
1552510_at	2.9585
1552511_a_at	2.8797
1552514_at	3.1948
1552515_at	3.3323
1552516_a_at	2.9508
1552518_s_at	4.3455
1552519_at	5.5973
1552520_at	3.2419
1552521_a_at	2.3685
1552522_at	2.2848
1552523_a_at	2.7765
1552524_at	2.5898
1552526_at	2.7454
1552528_at	3.0907
1552531_a_at	4.0041
1552532_a_at	11.6432
1552535_at	3.2303
1552536_at	7.2815
1552538_a_at	2.8881
1552540_s_at	4.3546
1552541_at	3.143
1552542_s_at	2.2298
1552543_a_at	3.1003
1552544_at	10.2868
1552546_a_at	4.0127
1552548_at	2.555
1552549_a_at	2.8657
1552552_s_at	2.4331
1552553_a_at	4.6406
1552554_a_at	1.9959
1552555_at	2.9376
1552557_a_at	3.1643
1552558_a_at	2.9955
1552559_a_at	2.3567
1552562_at	3.5029
1552563_a_at	2.8424
1552564_at	2.7276
1552566_at	3.9916
1552568_at	2.5085
1552569_a_at	2.3235
1552570_at	3.2918
1552572_a_at	3.0666
1552573_s_at	3.5549
1552575_a_at	9.3649
1552576_at	3.315
1552578_a_at	3.3006
1552579_a_at	2.6856
1552580_at	2.7543
1552582_at	2.0421
1552583_s_at	2.307
1552584_at	4.6585
1552585_s_at	2.6052
1552586_at	3.0852
1552587_at	1.8897
1552588_a_at	1.9787
1552590_a_at	2.0879
1552592_at	2.6861
1552594_at	3.4873
1552596_at	2.8832
1552598_at	2.3773
1552599_at	1.8805
1552602_at	2.7686
1552604_at	2.4662
1552605_s_at	2.2786
1552607_at	6.1012
1552608_at	2.8748
1552609_s_at	2.6219
1552610_a_at	5.6373
1552611_a_at	6.5035
1552612_at	6.0245
1552613_s_at	6.2254
1552615_at	4.5406
1552616_a_at	3.2128
1552617_a_at	6.3121
1552618_at	5.9648
1552619_a_at	4.4049
1552620_at	13.1353
1552621_at	6.9501
1552622_s_at	8.5676
1552623_at	2.8688
1552625_a_at	5.9974
1552626_a_at	4.7997
1552627_a_at	4.028
1552628_a_at	9.4084
1552629_a_at	2.1295
1552630_a_at	2.9229
1552631_a_at	4.043
1552632_a_at	4.2612
1552633_at	3.6966
1552634_a_at	4.8214
1552637_at	2.2989
1552639_at	2.5802
1552641_s_at	3.215
1552643_at	6.1936
1552644_a_at	3.3721
1552646_at	6.4083
1552648_a_at	3.2256
1552649_a_at	2.88
1552651_a_at	2.9705
1552652_at	4.345
1552656_s_at	3.0181
1552657_a_at	2.4775
1552658_a_at	5.5252
1552660_a_at	2.8987
1552661_at	3.1684
1552662_a_at	2.4544
1552663_a_at	2.5886
1552664_at	11.4867
1552665_at	3.1723
1552666_a_at	2.8147
1552667_a_at	3.5786
1552669_at	2.2966
1552670_a_at	3.546
1552671_a_at	4.4011
1552672_a_at	3.4807
1552673_at	1.9689
1552674_at	3.0378
1552675_at	3.4618
1552676_at	2.9812
1552677_a_at	3.9448
1552678_a_at	3.2719
1552680_a_at	2.7385
1552682_a_at	2.4609
1552684_a_at	2.6671
1552685_a_at	7.8922
1552686_at	2.3437
1552687_a_at	3.0174
1552689_at	9.1928
1552690_a_at	2.8685
1552691_at	2.5528
1552693_at	2.3521
1552694_at	3.2439
1552695_a_at	4.2155
1552696_at	3.1119
1552698_at	2.9352
1552701_a_at	8.1824
1552703_s_at	9.0875
1552705_at	4.7202
1552708_a_at	3.8041
1552711_a_at	7.4154
1552712_a_at	6.395
1552713_a_at	2.1586
1552714_at	2.3505
1552715_a_at	1.8182
1552716_at	4.406
1552717_s_at	2.8476
1552718_at	3.2942
1552719_at	5.1041
1552721_a_at	3.2972
1552722_at	3.0214
1552724_at	3.5592
1552725_s_at	2.8167
1552726_at	5.826
1552727_s_at	5.8252
1552729_at	3.7315
1552730_at	2.1238
1552731_at	3.2464
1552732_at	2.3284
1552733_at	8.6258
1552734_at	3.6552
1552735_at	5.3405
1552736_a_at	2.2335
1552737_s_at	3.041
1552738_a_at	4.4707
1552739_s_at	7.7034
1552740_at	4.6512
1552742_at	5.8972
1552743_at	2.8159
1552745_at	2.1579
1552747_a_at	3.0424
1552749_a_at	3.5748
1552750_at	2.2647
1552751_a_at	2.9431
1552752_a_at	2.7239
1552754_a_at	6.5035
1552755_at	3.6546
1552757_s_at	2.1084
1552758_at	2.8183
1552760_at	2.6813
1552761_at	3.2811
1552763_at	3.7857
1552765_x_at	2.9636
1552766_at	2.2938
1552767_a_at	3.9518
