ID_REF	VALUE
1007_s_at	10.2026
1053_at	6.5322
117_at	4.1662
121_at	3.7086
1255_g_at	2.4897
1294_at	4.938
1316_at	5.6845
1320_at	4.8407
1405_i_at	4.4017
1431_at	4.5669
1438_at	3.8611
1487_at	8.8133
1494_f_at	2.8148
1552256_a_at	5.1534
1552257_a_at	10.0291
1552258_at	3.4346
1552261_at	2.8058
1552263_at	5.6139
1552264_a_at	5.065
1552266_at	2.8315
1552269_at	2.7073
1552271_at	2.8102
1552272_a_at	3.7732
1552274_at	4.5347
1552275_s_at	6.3636
1552276_a_at	2.9361
1552277_a_at	6.4646
1552278_a_at	3.0027
1552279_a_at	3.0986
1552280_at	2.2752
1552281_at	2.8959
1552283_s_at	7.2737
1552286_at	6.211
1552287_s_at	8.3888
1552288_at	3.075
1552289_a_at	2.422
1552291_at	8.9899
1552293_at	3.7345
1552295_a_at	3.422
1552296_at	3.842
1552299_at	5.0007
1552301_a_at	3.9927
1552302_at	5.302
1552303_a_at	3.3384
1552304_at	2.7837
1552306_at	4.3943
1552307_a_at	5.671
1552309_a_at	8.7668
1552310_at	6.7848
1552311_a_at	3.354
1552312_a_at	3.472
1552314_a_at	3.499
1552315_at	2.5421
1552316_a_at	3.8226
1552318_at	3.8504
1552319_a_at	3.8354
1552320_a_at	3.4203
1552321_a_at	3.0061
1552322_at	3.6331
1552323_s_at	4.804
1552325_at	3.642
1552326_a_at	3.6341
1552327_at	5.0286
1552329_at	7.6358
1552330_at	5.6819
1552332_at	3.9963
1552334_at	8.5018
1552335_at	2.7633
1552337_s_at	2.4015
1552338_at	2.5354
1552340_at	2.99
1552343_s_at	7.0125
1552344_s_at	3.8929
1552347_at	7.2973
1552348_at	3.5593
1552349_a_at	2.962
1552354_at	2.3255
1552355_s_at	3.349
1552359_at	3.4615
1552360_a_at	9.2569
1552362_a_at	5.5434
1552364_s_at	2.8628
1552365_at	6.0718
1552367_a_at	3.6551
1552368_at	2.3123
1552370_at	6.3741
1552372_at	2.0484
1552373_s_at	2.6174
1552375_at	5.442
1552377_s_at	4.0679
1552378_s_at	3.2934
1552379_at	2.7944
1552381_at	3.0746
1552383_at	4.004
1552384_a_at	2.8001
1552386_at	2.5562
1552388_at	3.1516
1552389_at	3.5394
1552390_a_at	3.0217
1552391_at	3.671
1552393_at	2.9632
1552394_a_at	3.291
1552395_at	1.9675
1552396_at	3.1922
1552398_a_at	3.84
1552399_a_at	3.073
1552400_a_at	5.0182
1552401_a_at	3.9544
1552402_at	3.3944
1552405_at	2.2445
1552408_at	2.0114
1552409_a_at	3.3585
1552410_at	4.9799
1552411_at	1.7263
1552412_a_at	2.4771
1552414_at	3.1992
1552415_a_at	2.5428
1552417_a_at	3.7287
1552418_at	3.0366
1552419_s_at	2.4435
1552421_a_at	2.1484
1552422_at	3.0075
1552423_at	5.7837
1552424_at	2.6677
1552425_a_at	3.6122
1552426_a_at	12.177
1552427_at	2.9474
1552430_at	2.3425
1552432_at	2.7864
1552436_a_at	2.3321
1552438_a_at	2.1494
1552439_s_at	3.1007
1552440_at	2.6078
1552445_a_at	1.7269
1552448_a_at	2.3161
1552449_a_at	2.289
1552450_a_at	2.4495
1552452_at	2.5231
1552453_a_at	3.5382
1552455_at	4.6292
1552456_a_at	2.7164
1552457_a_at	2.9489
1552458_at	2.6185
1552459_a_at	2.5384
1552461_at	2.1388
1552463_at	2.5564
1552466_x_at	3.3998
1552467_at	2.9659
1552468_a_at	2.7596
1552470_a_at	2.7943
1552472_a_at	5.7794
1552473_at	3.2828
1552474_a_at	4.7184
1552476_s_at	2.4467
1552477_a_at	7.1808
1552478_a_at	4.9437
1552480_s_at	2.8589
1552481_s_at	8.8765
1552482_at	5.0375
1552484_at	2.8271
1552485_at	4.4917
1552486_s_at	5.0551
1552487_a_at	7.3687
1552489_s_at	2.5343
1552490_at	2.5553
1552491_at	5.3411
1552493_s_at	2.6112
