ID_REF	VALUE
1007_s_at	10.659
1053_at	7.0895
117_at	4.2891
121_at	4.313
1255_g_at	2.4021
1294_at	5.9408
1316_at	5.1681
1320_at	5.0452
1405_i_at	4.7195
1431_at	5.1795
1438_at	3.632
1487_at	9.2234
1494_f_at	3.2524
1552256_a_at	6.8633
1552257_a_at	10.0826
1552258_at	3.4721
1552261_at	4.4672
1552263_at	5.7976
1552264_a_at	5.4359
1552266_at	2.7956
1552269_at	2.6894
1552271_at	3.1389
1552272_a_at	3.6883
1552274_at	4.3971
1552275_s_at	6.2876
1552276_a_at	3.0219
1552277_a_at	6.6612
1552278_a_at	3.0088
1552279_a_at	3.1793
1552280_at	2.2439
1552281_at	3.0514
1552283_s_at	6.7394
1552286_at	6.7024
1552287_s_at	9.1497
1552288_at	2.7292
1552289_a_at	2.5488
1552291_at	9.1251
1552293_at	3.4975
1552295_a_at	3.4727
1552296_at	4.1286
1552299_at	4.5441
1552301_a_at	3.9524
1552302_at	5.4679
1552303_a_at	3.0682
1552304_at	3.0789
1552306_at	5.0341
1552307_a_at	6.1091
1552309_a_at	8.7824
1552310_at	6.8834
1552311_a_at	3.4203
1552312_a_at	3.5466
1552314_a_at	3.6174
1552315_at	3.0003
1552316_a_at	4.1746
1552318_at	4.1959
1552319_a_at	4.9376
1552320_a_at	3.3347
1552321_a_at	2.794
1552322_at	3.5972
1552323_s_at	4.6489
1552325_at	3.4688
1552326_a_at	3.8091
1552327_at	5.873
1552329_at	8.0618
1552330_at	4.5857
1552332_at	3.8536
1552334_at	6.8318
1552335_at	2.8535
1552337_s_at	2.3312
1552338_at	2.7446
1552340_at	2.9357
1552343_s_at	6.7297
1552344_s_at	3.7745
1552347_at	6.2746
1552348_at	3.2412
1552349_a_at	2.6939
1552354_at	2.5006
1552355_s_at	3.1562
1552359_at	3.0367
1552360_a_at	8.9304
1552362_a_at	5.6622
1552364_s_at	2.6189
1552365_at	6.0783
1552367_a_at	3.6259
1552368_at	1.9902
1552370_at	6.8343
1552372_at	1.9695
1552373_s_at	2.5787
1552375_at	4.8635
1552377_s_at	4.7811
1552378_s_at	3.7087
1552379_at	2.8952
1552381_at	2.7661
1552383_at	4.2994
1552384_a_at	2.7053
1552386_at	2.5711
1552388_at	3.0426
1552389_at	3.5559
1552390_a_at	2.9532
1552391_at	3.7039
1552393_at	3.045
1552394_a_at	3.1813
1552395_at	1.9998
1552396_at	4.4078
1552398_a_at	3.9289
1552399_a_at	3.1175
1552400_a_at	4.7158
1552401_a_at	4.1065
1552402_at	3.5966
1552405_at	2.3196
1552408_at	2.1026
1552409_a_at	3.3373
1552410_at	5.2129
1552411_at	1.7181
1552412_a_at	2.4743
1552414_at	3.0244
1552415_a_at	2.5542
1552417_a_at	3.2242
1552418_at	2.9894
1552419_s_at	2.3493
1552421_a_at	2.4132
1552422_at	3.9156
1552423_at	5.6275
1552424_at	2.6744
1552425_a_at	3.4093
1552426_a_at	12.2301
1552427_at	3.671
1552430_at	2.5744
1552432_at	2.7422
1552436_a_at	2.7985
1552438_a_at	2.2667
1552439_s_at	2.7877
1552440_at	2.466
1552445_a_at	2.0941
1552448_a_at	2.031
1552449_a_at	2.2615
1552450_a_at	2.474
1552452_at	2.4077
1552453_a_at	3.468
1552455_at	3.9248
1552456_a_at	2.7209
1552457_a_at	2.9887
1552458_at	2.7599
1552459_a_at	2.4113
1552461_at	1.9687
1552463_at	3.5198
1552466_x_at	3.709
1552467_at	2.7514
1552468_a_at	2.9222
1552470_a_at	3.0125
1552472_a_at	6.4601
1552473_at	3.4032
1552474_a_at	5.0318
1552476_s_at	2.5913
1552477_a_at	7.4592
1552478_a_at	4.2557
1552480_s_at	3.0678
1552481_s_at	8.3299
1552482_at	4.7871
1552484_at	2.6336
1552485_at	4.3099
1552486_s_at	5.123
1552487_a_at	6.3737
1552489_s_at	2.5097
1552490_at	3.024
1552491_at	5.347
1552493_s_at	2.9787
1552494_at	2.9351
1552496_a_at	5.1016
1552497_a_at	2.437
1552498_at	2.7158
1552499_a_at	2.9243
1552501_a_at	3.3393
1552502_s_at	5.7244
1552503_at	2.5167
1552504_a_at	3.0264
1552506_at	2.2376
1552507_at	2.494
1552508_at	2.6297
1552509_a_at	9.4927
1552510_at	3.0771
1552511_a_at	1.923
1552514_at	3.3974
1552515_at	2.912
1552516_a_at	2.7896
1552518_s_at	4.7791
1552519_at	7.9948
1552520_at	3.4092
1552521_a_at	2.466
1552522_at	2.1828
1552523_a_at	2.9917
1552524_at	2.647
1552526_at	2.9043
1552528_at	3.0679
1552531_a_at	5.9683
1552532_a_at	11.429
1552535_at	3.0786
1552536_at	6.6909
1552538_a_at	3.1079
1552540_s_at	4.6705
1552541_at	3.3032
1552542_s_at	2.2525
1552543_a_at	2.7824
1552544_at	11.4027
1552546_a_at	3.6444
1552548_at	2.4983
1552549_a_at	2.875
1552552_s_at	2.5745
1552553_a_at	4.7693
1552554_a_at	2.051
1552555_at	3.2203
1552557_a_at	3.6698
1552558_a_at	2.9281
1552559_a_at	2.4443
1552562_at	3.3992
1552563_a_at	2.2417
1552564_at	2.8453
1552566_at	4.6682
1552568_at	2.5332
1552569_a_at	2.7007
1552570_at	3.3779
1552572_a_at	2.9515
1552573_s_at	3.1796
1552575_a_at	8.5056
1552576_at	3.5034
1552578_a_at	3.0193
1552579_a_at	2.7432
1552580_at	2.7634
1552582_at	2.3023
1552583_s_at	2.523
1552584_at	4.996
1552585_s_at	2.3344
1552586_at	2.868
1552587_at	1.8613
1552588_a_at	1.9405
1552590_a_at	2.2552
1552592_at	2.7262
1552594_at	3.66
1552596_at	3.056
1552598_at	2.5241
1552599_at	2.0395
1552602_at	2.5329
1552604_at	2.8135
1552605_s_at	2.304
1552607_at	7.5093
1552608_at	3.2168
1552609_s_at	2.7048
1552610_a_at	5.1749
1552611_a_at	5.876
1552612_at	5.9753
1552613_s_at	6.3462
1552615_at	5.2507
1552616_a_at	4.6203
1552617_a_at	6.5554
1552618_at	4.8968
1552619_a_at	3.3235
1552620_at	13.0386
1552621_at	7.155
1552622_s_at	8.0969
1552623_at	2.4818
1552625_a_at	5.4089
1552626_a_at	2.75
1552627_a_at	3.3806
1552628_a_at	9.296
1552629_a_at	2.133
1552630_a_at	3.0339
1552631_a_at	3.9595
1552632_a_at	3.4754
1552633_at	3.7057
1552634_a_at	5.8545
1552637_at	2.3996
1552639_at	2.5019
1552641_s_at	3.7094
1552643_at	6.7881
1552644_a_at	3.3621
1552646_at	6.4654
1552648_a_at	2.708
1552649_a_at	2.9576
1552651_a_at	3.4664
1552652_at	4.2106
1552656_s_at	2.877
1552657_a_at	2.5484
1552658_a_at	5.2434
1552660_a_at	2.9781
1552661_at	2.6113
1552662_a_at	2.0619
1552663_a_at	2.5895
1552664_at	11.434
1552665_at	2.9665
1552666_a_at	2.7493
1552667_a_at	3.6233
1552669_at	2.5059
1552670_a_at	3.1776
1552671_a_at	4.7423
1552672_a_at	3.3768
1552673_at	2.0697
1552674_at	2.7433
1552675_at	2.5765
1552676_at	2.9149
1552677_a_at	3.3414
1552678_a_at	2.8997
1552680_a_at	2.4737
1552682_a_at	2.9287
1552684_a_at	2.9502
1552685_a_at	7.2088
1552686_at	2.4576
1552687_a_at	3.1696
1552689_at	9.2307
1552690_a_at	2.9956
1552691_at	2.3689
1552693_at	2.4191
1552694_at	3.5823
1552695_a_at	3.679
1552696_at	2.9879
1552698_at	2.8149
1552701_a_at	6.9297
1552703_s_at	8.0868
1552705_at	4.3927
1552708_a_at	3.713
1552711_a_at	7.7831
1552712_a_at	7.4517
1552713_a_at	2.3941
1552714_at	2.4034
1552715_a_at	1.9074
1552716_at	4.5409
1552717_s_at	2.9858
1552718_at	4.4001
1552719_at	4.6296
1552721_a_at	2.8814
1552722_at	2.3518
1552724_at	3.6702
1552725_s_at	2.9279
1552726_at	5.9208
1552727_s_at	6.3414
1552729_at	3.7776
1552730_at	2.571
1552731_at	3.5947
1552732_at	2.5762
1552733_at	8.4053
1552734_at	3.2688
1552735_at	5.358
1552736_a_at	1.8608
1552737_s_at	3.0147
1552738_a_at	4.4186
1552739_s_at	6.4215
1552740_at	4.342
1552742_at	4.4813
1552743_at	3.0023
1552745_at	2.2588
1552747_a_at	3.2683
1552749_a_at	4.0947
1552750_at	2.2447
1552751_a_at	2.9832
1552752_a_at	2.8025
1552754_a_at	6.4394
1552755_at	3.2379
1552757_s_at	1.8028
1552758_at	2.913
1552760_at	2.4263
1552761_at	3.8701
1552763_at	3.0993
1552765_x_at	2.8589
1552766_at	2.228
1552767_a_at	3.4907
1552768_at	2.9366
1552769_at	3.387
1552770_s_at	3.9004
1552771_a_at	2.9069
1552772_at	2.8179
1552773_at	3.042
1552774_a_at	6.6091
1552775_at	2.7237
1552777_a_at	4.302
1552779_a_at	3.1809
1552782_at	4.3972
1552783_at	2.7735
1552785_at	5.6719
1552787_at	3.0844
1552788_a_at	2.8538
1552789_at	9.3317
1552790_a_at	9.3438
1552791_a_at	2.2714
1552792_at	3.0396
1552793_at	2.1483
1552794_a_at	4.6735
1552796_a_at	2.3093
1552797_s_at	13.1229
1552798_a_at	3.2103
1552799_at	3.3817
1552800_at	2.8747
1552801_at	1.9596
1552803_a_at	3.264
1552804_a_at	3.617
1552806_a_at	2.7054
1552807_a_at	3.8498
1552808_at	2.5862
1552809_at	2.7076
1552811_at	4.1067
1552812_a_at	2.794
1552813_at	3.1586
1552814_a_at	2.5986
1552816_at	2.5789
1552818_a_at	2.6713
1552819_at	2.7132
1552822_at	2.9066
1552825_at	3.8494
1552826_at	3.0244
1552827_s_at	2.3357
1552828_at	2.397
1552829_at	8.5072
1552830_at	2.7362
1552833_at	3.1745
1552834_at	3.6311
1552835_at	3.0072
1552836_at	3.4583
1552837_at	2.6104
1552839_at	2.3224
1552841_s_at	1.9322
1552842_at	2.8774
1552843_at	3.0544
1552845_at	3.4869
1552846_s_at	3.4697
1552848_a_at	3.0585
1552849_at	2.4322
1552851_at	2.8559
1552852_a_at	3.477
1552853_at	2.5778
1552854_a_at	2.9636
1552856_at	3.1075
1552857_a_at	2.5302
1552858_at	2.0434
1552860_at	2.4398
1552862_at	11.1412
1552863_a_at	2.4439
1552865_a_at	2.7696
1552867_at	3.3729
1552868_at	2.9574
1552870_s_at	8.0729
1552872_at	3.2856
1552873_s_at	3.3784
1552875_a_at	2.6513
1552876_at	2.129
1552877_s_at	2.1499
1552878_at	1.8725
1552879_a_at	2.4209
1552880_at	3.8767
1552882_a_at	6.2381
1552884_at	2.7584
1552885_a_at	3.2574
1552887_at	3.5116
1552889_a_at	3.818
1552890_a_at	3.1228
1552892_at	3.2119
1552893_at	2.7767
1552895_a_at	2.7233
1552897_a_at	2.362
1552898_a_at	2.6855
1552899_at	2.4155
1552900_a_at	2.2284
1552902_a_at	2.6022
1552903_at	2.9904
1552904_at	2.3542
1552906_at	2.9552
1552908_at	4.6605
1552910_at	2.0017
1552911_at	2.9812
1552912_a_at	1.9592
1552913_at	2.187
1552914_a_at	3.5851
1552915_at	2.5646
1552917_at	2.5528
1552919_at	2.9931
1552921_a_at	4.0164
1552922_at	2.598
1552923_a_at	2.606
1552924_a_at	3.7855
1552925_at	2.2729
1552927_at	3.2258
1552928_s_at	2.5851
1552929_at	2.347
1552930_at	4.4888
1552931_a_at	4.2854
1552932_at	2.6316
1552933_at	2.8153
1552935_at	3.6017
1552937_s_at	4.2567
1552938_at	2.626
1552939_at	2.1203
1552940_at	2.8872
1552942_at	2.4103
1552943_at	1.7879
1552944_a_at	3.0246
1552946_at	3.4947
1552947_x_at	3.2125
1552948_at	2.995
1552950_at	2.1906
1552952_at	2.6809
1552953_a_at	3.1584
1552954_at	2.7314
1552955_at	2.4803
1552957_at	2.7623
1552960_at	2.7046
