ID_REF	VALUE
1007_s_at	10.7438
1053_at	7.3455
117_at	4.6863
121_at	3.6253
1255_g_at	2.4167
1294_at	5.8794
1316_at	4.9885
1320_at	4.6763
1405_i_at	4.5722
1431_at	5.6132
1438_at	3.5112
1487_at	9.528
1494_f_at	3.1014
1552256_a_at	5.7303
1552257_a_at	8.8659
1552258_at	3.6354
1552261_at	3.485
1552263_at	5.1768
1552264_a_at	5.1836
1552266_at	2.7254
1552269_at	2.5832
1552271_at	3.0667
1552272_a_at	4.266
1552274_at	3.434
1552275_s_at	5.3692
1552276_a_at	2.95
1552277_a_at	7.5444
1552278_a_at	2.9009
1552279_a_at	3.132
1552280_at	2.5254
1552281_at	2.9413
1552283_s_at	7.4145
1552286_at	6.7454
1552287_s_at	9.7232
1552288_at	2.9638
1552289_a_at	2.6889
1552291_at	9.2791
1552293_at	3.3934
1552295_a_at	3.7384
1552296_at	4.2491
1552299_at	4.4623
1552301_a_at	3.947
1552302_at	4.4274
1552303_a_at	2.8901
1552304_at	2.9659
1552306_at	5.1756
1552307_a_at	6.5182
1552309_a_at	8.0635
1552310_at	6.8709
1552311_a_at	3.174
1552312_a_at	3.4106
1552314_a_at	4.7603
1552315_at	2.4661
1552316_a_at	4.0591
1552318_at	3.5103
1552319_a_at	4.7221
1552320_a_at	3.3736
1552321_a_at	2.7181
1552322_at	3.8924
1552323_s_at	5.0365
1552325_at	3.0766
1552326_a_at	2.8135
1552327_at	5.5701
1552329_at	8.3284
1552330_at	4.9749
1552332_at	4.6993
1552334_at	7.7187
1552335_at	3.0654
1552337_s_at	2.4015
1552338_at	2.5163
1552340_at	2.7031
1552343_s_at	5.2693
1552344_s_at	4.1783
1552347_at	6.6176
1552348_at	3.1295
1552349_a_at	2.7039
1552354_at	2.2439
1552355_s_at	3.3246
1552359_at	3.1066
1552360_a_at	8.5423
1552362_a_at	4.7298
1552364_s_at	2.7235
1552365_at	6.426
1552367_a_at	3.6634
1552368_at	2.0699
1552370_at	7.2421
1552372_at	2.0857
1552373_s_at	2.8125
1552375_at	5.4808
1552377_s_at	4.8625
1552378_s_at	3.4153
1552379_at	2.6583
1552381_at	3.6835
1552383_at	4.1158
1552384_a_at	2.6928
1552386_at	2.8908
1552388_at	3.0064
1552389_at	3.5007
1552390_a_at	3.0874
1552391_at	3.7377
1552393_at	3.2472
1552394_a_at	3.4125
1552395_at	2.0352
1552396_at	3.8278
1552398_a_at	5.2048
1552399_a_at	3.2593
1552400_a_at	4.6973
1552401_a_at	3.4094
1552402_at	3.6823
1552405_at	2.3145
1552408_at	1.9592
1552409_a_at	3.4876
1552410_at	3.9198
1552411_at	1.7573
1552412_a_at	2.446
1552414_at	2.9808
1552415_a_at	2.3686
1552417_a_at	3.5764
1552418_at	2.9422
1552419_s_at	2.28
1552421_a_at	2.1422
1552422_at	3.2659
1552423_at	5.4058
1552424_at	2.5713
1552425_a_at	3.6855
1552426_a_at	12.1605
1552427_at	3.9807
1552430_at	2.4964
1552432_at	2.8068
1552436_a_at	2.3373
1552438_a_at	2.3038
1552439_s_at	2.5152
1552440_at	2.6117
1552445_a_at	1.8739
1552448_a_at	2.2663
1552449_a_at	2.3115
1552450_a_at	2.6578
1552452_at	2.4141
1552453_a_at	3.9957
1552455_at	3.4432
1552456_a_at	2.8005
1552457_a_at	2.9127
1552458_at	2.4923
1552459_a_at	2.3968
1552461_at	2.2513
1552463_at	3.986
1552466_x_at	3.6716
1552467_at	2.818
1552468_a_at	3.0476
1552470_a_at	2.6213
1552472_a_at	6.5143
1552473_at	3.0034
1552474_a_at	4.5177
1552476_s_at	2.2546
1552477_a_at	7.0797
1552478_a_at	4.5293
1552480_s_at	3.1976
1552481_s_at	6.8921
1552482_at	3.4982
1552484_at	2.8841
1552485_at	3.6766
1552486_s_at	5.7296
1552487_a_at	7.7261
1552489_s_at	2.4682
1552490_at	2.6303
1552491_at	5.9079
1552493_s_at	2.8825
1552494_at	3.2875
1552496_a_at	4.6551
1552497_a_at	2.6704
1552498_at	2.4887
1552499_a_at	2.7047
1552501_a_at	3.1588
1552502_s_at	4.8855
1552503_at	2.5875
1552504_a_at	2.9757
1552506_at	2.2028
1552507_at	2.7791
1552508_at	2.8787
1552509_a_at	9.0485
1552510_at	2.9585
1552511_a_at	2.3647
1552514_at	3.2825
1552515_at	3.3118
1552516_a_at	2.5739
