ID_REF	VALUE
1007_s_at	10.1759
1053_at	6.5795
117_at	4.3216
121_at	3.7397
1255_g_at	2.5382
1294_at	5.3212
1316_at	5.3245
1320_at	5.0014
1405_i_at	4.3657
1431_at	3.6717
1438_at	4.0151
1487_at	9.0869
1494_f_at	2.7425
1552256_a_at	5.4108
1552257_a_at	9.5274
1552258_at	3.2867
1552261_at	3.6696
1552263_at	5.2709
1552264_a_at	5.0519
1552266_at	3.0514
1552269_at	2.5605
1552271_at	2.7954
1552272_a_at	3.326
1552274_at	4.6118
1552275_s_at	5.7235
1552276_a_at	2.8621
1552277_a_at	6.5729
1552278_a_at	3.0234
1552279_a_at	3.0734
1552280_at	2.364
1552281_at	2.9727
1552283_s_at	6.893
1552286_at	6.5211
1552287_s_at	9.0419
1552288_at	3.0652
1552289_a_at	2.7507
1552291_at	8.9089
1552293_at	3.6599
1552295_a_at	3.6726
1552296_at	3.1938
1552299_at	4.6644
1552301_a_at	3.5342
1552302_at	4.5125
1552303_a_at	2.6847
1552304_at	2.9592
1552306_at	4.33
1552307_a_at	5.6563
1552309_a_at	8.7733
1552310_at	6.6641
1552311_a_at	3.0809
1552312_a_at	3.1895
1552314_a_at	3.0707
1552315_at	2.6764
1552316_a_at	4.0672
1552318_at	3.8295
1552319_a_at	4.7359
1552320_a_at	3.212
1552321_a_at	2.991
1552322_at	3.7145
1552323_s_at	5.1633
1552325_at	2.7582
1552326_a_at	2.9771
1552327_at	5.6285
1552329_at	8.3629
1552330_at	5.0752
1552332_at	4.0859
1552334_at	9.12
1552335_at	2.8221
1552337_s_at	2.3242
1552338_at	2.6154
1552340_at	2.6717
1552343_s_at	7.028
1552344_s_at	3.6198
1552347_at	7.6052
1552348_at	3.2338
1552349_a_at	2.9165
1552354_at	2.3212
1552355_s_at	3.3431
1552359_at	3.0063
1552360_a_at	8.9654
1552362_a_at	5.4532
1552364_s_at	2.6242
1552365_at	5.6289
1552367_a_at	3.7189
1552368_at	2.1158
1552370_at	7.3968
1552372_at	2.1392
1552373_s_at	3.1519
1552375_at	5.7341
1552377_s_at	5.8962
1552378_s_at	3.6406
1552379_at	2.6686
1552381_at	3.0279
1552383_at	4.0878
1552384_a_at	2.8203
1552386_at	3.2392
1552388_at	3.0997
1552389_at	3.4088
1552390_a_at	2.839
1552391_at	3.7247
1552393_at	2.8822
1552394_a_at	2.8321
1552395_at	1.8337
1552396_at	3.0625
1552398_a_at	5.4902
1552399_a_at	3.1354
1552400_a_at	4.9938
1552401_a_at	3.9457
1552402_at	3.3202
1552405_at	2.2883
1552408_at	2.1305
1552409_a_at	3.1942
1552410_at	3.6219
1552411_at	1.762
1552412_a_at	2.4594
1552414_at	2.8971
1552415_a_at	2.2416
1552417_a_at	3.4766
1552418_at	3.0594
1552419_s_at	2.0268
1552421_a_at	2.4212
1552422_at	3.3047
1552423_at	5.5378
1552424_at	2.6964
1552425_a_at	3.8531
1552426_a_at	12.4602
1552427_at	4.0078
1552430_at	3.0425
1552432_at	2.7094
1552436_a_at	2.1732
1552438_a_at	2.0223
1552439_s_at	2.8919
1552440_at	3.2332
1552445_a_at	1.8746
1552448_a_at	2.0271
1552449_a_at	2.3932
1552450_a_at	2.5477
1552452_at	2.4132
1552453_a_at	3.7577
1552455_at	3.1774
1552456_a_at	2.4916
1552457_a_at	2.9791
1552458_at	2.4898
1552459_a_at	2.6198
1552461_at	1.9852
1552463_at	2.8259
1552466_x_at	3.5072
1552467_at	2.7124
1552468_a_at	2.9415
1552470_a_at	2.8903
1552472_a_at	5.7301
1552473_at	3.3545
1552474_a_at	4.6329
1552476_s_at	2.4924
1552477_a_at	6.4768
1552478_a_at	4.9672
1552480_s_at	3.2712
1552481_s_at	8.1597
1552482_at	4.9088
1552484_at	2.7754
1552485_at	4.4225
1552486_s_at	5.0103
1552487_a_at	7.0469
1552489_s_at	2.6674
1552490_at	2.6967
1552491_at	4.8202
1552493_s_at	2.6877
1552494_at	3.0302
1552496_a_at	4.7534
1552497_a_at	2.8232
1552498_at	2.4839
1552499_a_at	3.14
1552501_a_at	2.7897
1552502_s_at	4.9184
1552503_at	2.3688
1552504_a_at	2.7739
1552506_at	2.166
1552507_at	2.5128
1552508_at	2.765
1552509_a_at	9.1856
1552510_at	3.0074
1552511_a_at	2.1308
1552514_at	2.9549
1552515_at	3.0039
1552516_a_at	2.5475
1552518_s_at	4.8223
1552519_at	6.2599
1552520_at	3.4383
1552521_a_at	2.7285
1552522_at	1.9044
1552523_a_at	2.5992
1552524_at	2.7734
1552526_at	3.1731
1552528_at	2.9666
1552531_a_at	4.5012
1552532_a_at	10.9708
1552535_at	2.8607
1552536_at	7.638
1552538_a_at	3.168
1552540_s_at	4.5169
1552541_at	3.0431
1552542_s_at	2.2836
1552543_a_at	2.9546
1552544_at	10.6213
1552546_a_at	4.2106
1552548_at	2.686
1552549_a_at	2.8637
1552552_s_at	2.2692
1552553_a_at	4.5319
1552554_a_at	2.0586
1552555_at	3.2476
1552557_a_at	4.5333
1552558_a_at	2.8254
1552559_a_at	2.4689
1552562_at	4.0347
1552563_a_at	2.4658
1552564_at	2.9376
1552566_at	4.8004
1552568_at	2.5356
1552569_a_at	2.7804
1552570_at	3.6925
1552572_a_at	3.1729
1552573_s_at	3.4236
1552575_a_at	8.3962
1552576_at	3.388
1552578_a_at	2.7954
1552579_a_at	2.5536
1552580_at	2.929
1552582_at	2.3073
1552583_s_at	2.5736
1552584_at	4.417
1552585_s_at	2.4349
1552586_at	2.8217
1552587_at	1.9743
1552588_a_at	1.9588
1552590_a_at	1.9776
1552592_at	2.9577
1552594_at	3.3579
1552596_at	2.802
1552598_at	2.3792
1552599_at	1.8294
1552602_at	2.5381
1552604_at	2.4881
1552605_s_at	2.4005
1552607_at	6.1722
1552608_at	2.856
1552609_s_at	2.7219
1552610_a_at	5.3853
1552611_a_at	5.8908
1552612_at	5.8368
1552613_s_at	6.4629
1552615_at	4.8375
1552616_a_at	3.4948
1552617_a_at	6.3569
1552618_at	4.7108
1552619_a_at	4.3194
1552620_at	12.8007
1552621_at	7.5563
1552622_s_at	8.592
1552623_at	2.4677
1552625_a_at	6.1572
1552626_a_at	2.5937
1552627_a_at	3.9933
1552628_a_at	9.8348
1552629_a_at	2.1204
1552630_a_at	2.9019
1552631_a_at	3.6606
1552632_a_at	4.2307
1552633_at	3.7387
1552634_a_at	5.8003
1552637_at	2.3384
1552639_at	2.6761
1552641_s_at	3.3301
1552643_at	5.6271
1552644_a_at	3.4373
1552646_at	6.24
1552648_a_at	3.0542
1552649_a_at	2.9451
1552651_a_at	2.8462
1552652_at	4.0644
1552656_s_at	2.8621
1552657_a_at	2.6266
1552658_a_at	6.5782
1552660_a_at	2.8021
