ID_REF	VALUE
1007_s_at	10.5832
1053_at	7.2529
117_at	4.6153
121_at	3.681
1255_g_at	2.5572
1294_at	5.0617
1316_at	5.2471
1320_at	4.2
1405_i_at	4.517
1431_at	3.9362
1438_at	3.6955
1487_at	9.6029
1494_f_at	2.9549
1552256_a_at	5.8816
1552257_a_at	10.191
1552258_at	3.3389
1552261_at	3.2439
1552263_at	5.7461
1552264_a_at	5.2082
1552266_at	2.7102
1552269_at	2.9726
1552271_at	2.9628
1552272_a_at	3.805
1552274_at	4.4556
1552275_s_at	5.3303
1552276_a_at	2.95
1552277_a_at	7.5466
1552278_a_at	2.7174
1552279_a_at	2.7458
1552280_at	2.275
1552281_at	3.0355
1552283_s_at	7.1644
1552286_at	6.4175
1552287_s_at	9.2168
1552288_at	3.0744
1552289_a_at	2.4705
1552291_at	9.2266
1552293_at	3.5745
1552295_a_at	3.6871
1552296_at	3.8912
1552299_at	4.9927
1552301_a_at	3.4641
1552302_at	4.5598
1552303_a_at	2.794
1552304_at	3.2654
1552306_at	5.5769
1552307_a_at	6.0372
1552309_a_at	8.668
1552310_at	7.0113
1552311_a_at	3.309
1552312_a_at	3.8187
1552314_a_at	3.0777
1552315_at	2.4011
1552316_a_at	4.0987
1552318_at	4.1789
1552319_a_at	4.9669
1552320_a_at	3.2948
1552321_a_at	2.9291
1552322_at	3.7798
1552323_s_at	4.577
1552325_at	3.7816
1552326_a_at	3.6845
1552327_at	4.8089
1552329_at	8.043
1552330_at	6.1703
1552332_at	4.6125
1552334_at	8.3072
1552335_at	2.7413
1552337_s_at	2.3614
1552338_at	2.6701
1552340_at	3.0869
1552343_s_at	6.2665
1552344_s_at	3.2442
1552347_at	6.0721
1552348_at	3.0285
1552349_a_at	2.7742
1552354_at	2.4183
1552355_s_at	3.4378
1552359_at	3.0618
1552360_a_at	9.384
1552362_a_at	5.1141
1552364_s_at	2.7519
1552365_at	7.1447
1552367_a_at	3.9805
1552368_at	1.8977
1552370_at	7.1693
1552372_at	2.0812
1552373_s_at	3.1992
1552375_at	5.7865
1552377_s_at	5.0087
1552378_s_at	3.8895
1552379_at	2.865
1552381_at	3.0622
1552383_at	4.3289
1552384_a_at	2.5693
1552386_at	2.0655
1552388_at	2.9581
1552389_at	3.5487
1552390_a_at	3.0329
1552391_at	3.6758
1552393_at	3.2399
1552394_a_at	3.3612
1552395_at	1.9895
1552396_at	3.2886
1552398_a_at	3.3894
1552399_a_at	3.0111
1552400_a_at	4.139
1552401_a_at	3.6204
1552402_at	3.4965
1552405_at	2.2215
1552408_at	2.019
1552409_a_at	3.5447
1552410_at	3.4452
1552411_at	1.7582
1552412_a_at	2.3194
1552414_at	3.0001
1552415_a_at	2.5125
1552417_a_at	3.1754
1552418_at	3.2121
1552419_s_at	2.3346
1552421_a_at	2.1548
1552422_at	3.4464
1552423_at	5.6232
1552424_at	2.8382
1552425_a_at	3.6792
1552426_a_at	12.1697
1552427_at	3.2754
1552430_at	2.3838
1552432_at	2.8414
1552436_a_at	2.2822
1552438_a_at	2.325
1552439_s_at	2.6937
1552440_at	2.6029
1552445_a_at	1.8319
1552448_a_at	2.0695
1552449_a_at	2.3429
1552450_a_at	2.5265
1552452_at	2.3901
1552453_a_at	3.495
1552455_at	3.3784
1552456_a_at	2.8109
1552457_a_at	3.2392
1552458_at	2.7507
1552459_a_at	2.333
1552461_at	2.0401
1552463_at	2.7491
1552466_x_at	3.3846
1552467_at	2.7356
1552468_a_at	3.1122
1552470_a_at	2.8571
1552472_a_at	6.7158
1552473_at	3.3636
1552474_a_at	4.703
1552476_s_at	2.5162
1552477_a_at	6.8388
1552478_a_at	4.6103
1552480_s_at	3.8416
1552481_s_at	7.7856
1552482_at	5.0404
1552484_at	2.4122
1552485_at	3.5127
1552486_s_at	5.4299
1552487_a_at	7.5419
1552489_s_at	2.5678
1552490_at	3.036
1552491_at	5.5196
1552493_s_at	2.8084
1552494_at	2.9168
1552496_a_at	5.2548
1552497_a_at	2.3726
1552498_at	2.4274
1552499_a_at	3.2487
1552501_a_at	3.2482
1552502_s_at	4.5079
1552503_at	2.4738
1552504_a_at	2.8802
1552506_at	2.2295
1552507_at	2.6898
1552508_at	2.9299
1552509_a_at	9.4653
1552510_at	2.6725
1552511_a_at	1.8462
