ID_REF	VALUE
1007_s_at	10.6156
1053_at	7.0293
117_at	5.0403
121_at	3.9808
1255_g_at	2.4576
1294_at	5.3888
1316_at	5.272
1320_at	5.1855
1405_i_at	3.7844
1431_at	4.7341
1438_at	3.8531
1487_at	9.2023
1494_f_at	2.8468
1552256_a_at	5.9319
1552257_a_at	10.1968
1552258_at	3.2733
1552261_at	3.432
1552263_at	5.9079
1552264_a_at	5.4522
1552266_at	3.1875
1552269_at	2.7288
1552271_at	2.5643
1552272_a_at	3.626
1552274_at	4.3762
1552275_s_at	6.1667
1552276_a_at	2.991
1552277_a_at	6.467
1552278_a_at	3.2152
1552279_a_at	3.1298
1552280_at	2.409
1552281_at	3.1587
1552283_s_at	4.7942
1552286_at	6.3167
1552287_s_at	9.0092
1552288_at	3.1703
1552289_a_at	2.6122
1552291_at	8.8798
1552293_at	3.8156
1552295_a_at	3.5957
1552296_at	4.0318
1552299_at	4.3891
1552301_a_at	3.5818
1552302_at	4.6452
1552303_a_at	3.0004
1552304_at	3.029
1552306_at	4.3447
1552307_a_at	6.197
1552309_a_at	8.0755
1552310_at	6.9012
1552311_a_at	3.0024
1552312_a_at	3.5741
1552314_a_at	3.7528
1552315_at	2.8567
1552316_a_at	4.2769
1552318_at	4.0364
1552319_a_at	4.3636
1552320_a_at	3.2642
1552321_a_at	2.9946
1552322_at	3.9181
1552323_s_at	5.0639
1552325_at	3.4071
1552326_a_at	3.4924
1552327_at	5.5777
1552329_at	8.0618
1552330_at	5.0803
1552332_at	4.1573
1552334_at	7.2959
1552335_at	2.9427
1552337_s_at	2.3343
1552338_at	2.5041
1552340_at	2.8013
1552343_s_at	6.19
1552344_s_at	3.9012
1552347_at	6.7714
1552348_at	3.1215
1552349_a_at	2.8214
1552354_at	2.1107
1552355_s_at	3.1618
1552359_at	3.2558
1552360_a_at	8.5947
1552362_a_at	4.8471
1552364_s_at	2.7037
1552365_at	5.5691
1552367_a_at	3.8762
1552368_at	1.9996
1552370_at	7.0172
1552372_at	2.1308
1552373_s_at	2.812
1552375_at	5.7059
1552377_s_at	5.2704
1552378_s_at	3.6613
1552379_at	2.7032
1552381_at	3.3283
1552383_at	4.1158
1552384_a_at	2.8174
1552386_at	2.7778
1552388_at	2.853
1552389_at	3.7078
1552390_a_at	3.1184
1552391_at	3.7492
1552393_at	3.0594
1552394_a_at	3.1063
1552395_at	1.9672
1552396_at	3.7363
1552398_a_at	3.8719
1552399_a_at	2.7898
1552400_a_at	5.4137
1552401_a_at	3.4558
1552402_at	3.5632
1552405_at	2.2675
1552408_at	1.8992
1552409_a_at	3.6853
1552410_at	4.1244
1552411_at	1.6961
1552412_a_at	2.5445
1552414_at	2.8545
1552415_a_at	2.4789
1552417_a_at	3.6977
1552418_at	3.2537
1552419_s_at	2.4607
1552421_a_at	1.9967
1552422_at	3.634
1552423_at	5.389
1552424_at	2.7954
1552425_a_at	3.1264
1552426_a_at	12.1422
1552427_at	3.609
1552430_at	3.0386
1552432_at	2.5679
1552436_a_at	2.2187
1552438_a_at	2.5041
1552439_s_at	2.7993
1552440_at	3.9214
1552445_a_at	1.7155
1552448_a_at	1.9935
1552449_a_at	2.1198
1552450_a_at	2.5538
1552452_at	2.5728
1552453_a_at	3.8238
1552455_at	3.1165
1552456_a_at	2.9224
1552457_a_at	3.7671
1552458_at	2.4901
1552459_a_at	2.4461
1552461_at	2.2105
1552463_at	2.2239
1552466_x_at	3.4902
1552467_at	2.7445
1552468_a_at	3.0439
1552470_a_at	2.5717
1552472_a_at	6.0463
1552473_at	3.1033
1552474_a_at	4.8335
1552476_s_at	2.5545
1552477_a_at	7.3136
1552478_a_at	4.6171
1552480_s_at	3.5333
1552481_s_at	8.3225
1552482_at	4.108
1552484_at	2.475
1552485_at	4.5836
1552486_s_at	5.3644
1552487_a_at	7.1576
1552489_s_at	2.4853
1552490_at	2.6862
1552491_at	5.483
1552493_s_at	2.8543
1552494_at	3.4123
1552496_a_at	4.5849
1552497_a_at	2.4303
1552498_at	2.8348
1552499_a_at	3.3851
1552501_a_at	3.3098
1552502_s_at	5.251
1552503_at	2.5296
1552504_a_at	2.641
1552506_at	1.9928
1552507_at	2.7427
1552508_at	2.776
1552509_a_at	8.9739
1552510_at	2.9537
1552511_a_at	2.2311
1552514_at	2.9686
1552515_at	3.104
1552516_a_at	2.7217
1552518_s_at	4.6428
1552519_at	6.2836
1552520_at	3.3706
1552521_a_at	2.4756
1552522_at	1.9557
1552523_a_at	2.6936
1552524_at	2.5511
1552526_at	2.8054
1552528_at	2.8569
1552531_a_at	8.5254
1552532_a_at	11.6586
1552535_at	3.1484
1552536_at	7.4071
1552538_a_at	3.0064
1552540_s_at	4.6829
1552541_at	3.2139
1552542_s_at	2.2103
1552543_a_at	2.9108
1552544_at	10.8906
1552546_a_at	4.2165
1552548_at	2.8378
1552549_a_at	2.8627
1552552_s_at	2.3924
1552553_a_at	4.7056
1552554_a_at	2.3034
1552555_at	3.155
1552557_a_at	3.4451
1552558_a_at	2.9475
1552559_a_at	2.5006
1552562_at	4.2179
1552563_a_at	2.8659
1552564_at	3.0457
1552566_at	4.3105
1552568_at	2.5884
1552569_a_at	2.8067
1552570_at	3.5663
1552572_a_at	3.162
1552573_s_at	3.424
1552575_a_at	8.467
1552576_at	3.3486
1552578_a_at	3.1329
1552579_a_at	2.485
1552580_at	2.8995
1552582_at	2.0929
1552583_s_at	2.5446
1552584_at	4.0079
1552585_s_at	2.4732
1552586_at	2.9962
1552587_at	2.3026
1552588_a_at	1.8613
1552590_a_at	2.1762
1552592_at	2.487
1552594_at	3.3483
1552596_at	2.8965
1552598_at	2.4618
1552599_at	2.0394
1552602_at	2.5504
1552604_at	2.589
1552605_s_at	2.1441
1552607_at	7.4005
1552608_at	2.7733
1552609_s_at	2.7495
1552610_a_at	5.3435
1552611_a_at	5.9893
1552612_at	4.9944
1552613_s_at	6.1008
1552615_at	4.8056
1552616_a_at	3.2681
1552617_a_at	6.3882
1552618_at	4.8163
1552619_a_at	3.6499
1552620_at	12.7555
1552621_at	7.0129
1552622_s_at	7.6809
1552623_at	2.5523
1552625_a_at	5.9268
1552626_a_at	2.4316
1552627_a_at	3.76
1552628_a_at	9.0869
1552629_a_at	2.3503
1552630_a_at	3.0298
1552631_a_at	3.8717
1552632_a_at	3.9584
1552633_at	3.7177
1552634_a_at	5.3484
1552637_at	2.4089
1552639_at	2.3699
1552641_s_at	3.12
1552643_at	5.6813
1552644_a_at	3.4515
1552646_at	6.4619
1552648_a_at	3.1939
1552649_a_at	2.6058
1552651_a_at	3.0063
1552652_at	3.9521
1552656_s_at	2.9833
1552657_a_at	2.5367
1552658_a_at	5.6884
1552660_a_at	2.7292
1552661_at	2.9466
1552662_a_at	2.2063
1552663_a_at	2.8572
1552664_at	11.3319
1552665_at	3.3252
1552666_a_at	2.776
1552667_a_at	3.7218
1552669_at	2.5835
1552670_a_at	2.972
1552671_a_at	4.4531
1552672_a_at	3.361
1552673_at	1.9906
1552674_at	2.8989
1552675_at	2.8001
1552676_at	2.8585
1552677_a_at	3.4733
1552678_a_at	2.9678
1552680_a_at	2.6216
1552682_a_at	2.652
1552684_a_at	2.6831
1552685_a_at	7.6134
1552686_at	2.4218
1552687_a_at	3.3716
1552689_at	8.8676
1552690_a_at	2.7417
1552691_at	2.4983
1552693_at	2.4263
1552694_at	3.4938
1552695_a_at	3.5246
1552696_at	3.17
1552698_at	2.7812
1552701_a_at	7.4188
1552703_s_at	8.2509
1552705_at	4.9515
1552708_a_at	3.5627
1552711_a_at	8.2807
1552712_a_at	7.9536
1552713_a_at	2.2611
1552714_at	2.2859
1552715_a_at	2.0818
1552716_at	4.516
1552717_s_at	3.1522
1552718_at	3.5894
1552719_at	4.367
1552721_a_at	2.9974
1552722_at	2.6569
1552724_at	3.7406
1552725_s_at	2.7516
1552726_at	6.1279
1552727_s_at	6.3098
1552729_at	4.1154
1552730_at	2.6512
1552731_at	3.6623
1552732_at	2.8071
1552733_at	8.6241
1552734_at	3.2404
1552735_at	4.731
1552736_a_at	2.1375
1552737_s_at	3.1584
1552738_a_at	5.0988
1552739_s_at	6.8798
1552740_at	4.5984
1552742_at	4.8292
1552743_at	2.8999
1552745_at	2.4184
1552747_a_at	3.177
1552749_a_at	3.4439
1552750_at	2.2084
1552751_a_at	2.4849
1552752_a_at	3.0722
1552754_a_at	7.0713
1552755_at	4.082
1552757_s_at	2.1773
1552758_at	2.8174
1552760_at	2.873
1552761_at	3.5064
1552763_at	3.3676
1552765_x_at	3.0791
1552766_at	2.1177
1552767_a_at	4.7525
1552768_at	2.8097
1552769_at	3.2929
1552770_s_at	3.3871
1552771_a_at	2.7537
1552772_at	2.516
1552773_at	3.2039
1552774_a_at	6.3839
1552775_at	2.5889
1552777_a_at	4.0363
1552779_a_at	3.3967
1552782_at	4.2376
1552783_at	3.0486
1552785_at	5.7759
1552787_at	3.2313
1552788_a_at	2.9635
1552789_at	9.2581
1552790_a_at	9.4736
1552791_a_at	2.1525
1552792_at	3.2397
1552793_at	2.3817
1552794_a_at	4.7946
1552796_a_at	2.0187
1552797_s_at	12.9685
1552798_a_at	3.0164
1552799_at	3.4355
1552800_at	2.9127
1552801_at	1.9434
1552803_a_at	3.7778
1552804_a_at	3.0971
1552806_a_at	3.363
1552807_a_at	6.1062
1552808_at	3.1814
1552809_at	2.6395
1552811_at	3.862
1552812_a_at	2.5318
1552813_at	3.0545
1552814_a_at	2.4183
1552816_at	2.3303
1552818_a_at	2.4698
1552819_at	2.4669
1552822_at	2.8585
1552825_at	3.5063
1552826_at	3.0044
1552827_s_at	2.2387
1552828_at	2.6214
1552829_at	8.927
1552830_at	2.8652
1552833_at	2.957
1552834_at	3.5909
1552835_at	2.9779
1552836_at	3.2426
1552837_at	2.6763
1552839_at	2.5043
1552841_s_at	1.8779
1552842_at	2.7117
1552843_at	3.312
1552845_at	3.4375
1552846_s_at	3.5298
1552848_a_at	2.9041
1552849_at	2.7019
1552851_at	2.5985
1552852_a_at	3.6624
1552853_at	2.5457
1552854_a_at	3.0142
1552856_at	2.9086
1552857_a_at	2.5708
1552858_at	2.0795
1552860_at	2.2283
1552862_at	11.5488
1552863_a_at	2.2229
1552865_a_at	2.5914
1552867_at	3.3684
1552868_at	3.0445
1552870_s_at	8.0777
1552872_at	2.9992
1552873_s_at	3.152
1552875_a_at	2.7362
1552876_at	2.1092
1552877_s_at	2.1597
1552878_at	1.9262
1552879_a_at	2.9296
1552880_at	3.8078
1552882_a_at	6.4911
1552884_at	2.6817
1552885_a_at	3.1533
1552887_at	3.1467
1552889_a_at	3.8844
1552890_a_at	3.0188
1552892_at	3.23
1552893_at	2.6285
1552895_a_at	2.5616
1552897_a_at	2.1595
1552898_a_at	2.4993
1552899_at	2.5285
1552900_a_at	2.5664
1552902_a_at	2.4159
1552903_at	2.9032
1552904_at	1.9452
1552906_at	2.7606
1552908_at	3.9848
1552910_at	2.24
1552911_at	2.6635
1552912_a_at	2.2887
1552913_at	2.1008
1552914_a_at	3.4698
1552915_at	2.4632
1552917_at	2.695
1552919_at	2.4817
1552921_a_at	3.6046
1552922_at	2.2706
1552923_a_at	2.6215
1552924_a_at	4.4479
1552925_at	2.3313
1552927_at	3.7137
1552928_s_at	3.3312
1552929_at	2.3492
1552930_at	4.058
1552931_a_at	4.6568
1552932_at	2.515
1552933_at	3.0305
1552935_at	3.33
1552937_s_at	3.7218
1552938_at	2.8793
1552939_at	2.5222
1552940_at	2.9229
1552942_at	2.6077
1552943_at	2.0647
1552944_a_at	2.9782
1552946_at	2.8347
1552947_x_at	2.4738
1552948_at	2.6664
1552950_at	2.0593
1552952_at	2.9296
1552953_a_at	3.0073
1552954_at	2.9778
1552955_at	2.6499
1552957_at	2.3453
1552960_at	3.0548
1552961_at	2.2626
1552964_at	2.3149
1552965_a_at	2.5543
1552967_at	2.2703
1552969_a_at	3.1534
1552970_s_at	3.1544
1552971_at	2.2923
1552972_at	2.5049
1552973_at	2.3352
1552974_at	2.9673
1552975_x_at	3.4934
1552976_at	2.5551
1552977_a_at	5.0032
1552978_a_at	3.8549
1552979_at	3.3539
1552980_at	11.0804
1552982_a_at	2.2498
1552985_at	2.7069
1552986_at	3.0328
1552987_a_at	1.8712
1552988_at	1.9065
1552990_at	2.6222
1552991_at	2.4682
1552993_at	2.0724
1552995_at	2.6249
1552997_a_at	2.6424
1552998_at	1.9125
1552999_a_at	3.8519
1553002_at	2.8081
1553003_at	2.9017
1553004_at	2.56
1553006_at	2.1081
1553007_a_at	3.8316
1553009_s_at	2.4774
1553011_at	2.485
1553013_at	2.0518
1553015_a_at	3.9467
1553016_at	2.3251
1553019_at	2.2988
1553020_at	2.6609
1553021_s_at	2.7127
1553022_at	2.6605
1553023_a_at	3.7253
1553024_at	1.9883
1553025_at	3.4088
1553027_a_at	2.4871
1553028_at	3.2083
1553030_a_at	6.2297
1553031_at	4.5225
1553032_at	2.2292
1553033_at	2.322
1553034_at	4.8649
1553036_at	2.6124
1553037_a_at	4.2593
1553039_a_at	3.2494
1553041_at	2.4314
1553042_a_at	3.437
1553043_a_at	2.5601
1553044_at	1.8052
1553045_at	2.979
1553046_s_at	3.2836
1553047_at	3.2836
1553048_a_at	3.4008
1553051_s_at	3.0634
1553052_at	3.0939
1553053_at	2.5136
1553055_a_at	3.6828
1553057_at	3.7768
1553058_at	3.0364
1553059_at	2.7949
1553060_at	2.7157
1553061_at	2.1289
1553062_at	7.0381
1553063_at	2.9166
1553064_at	3.733
1553066_at	2.3363
1553067_a_at	5.8677
1553069_at	2.5029
1553070_a_at	2.3051
1553071_a_at	3.2675
1553072_at	4.4744
1553074_at	2.175
1553075_a_at	2.2058
1553076_at	2.459
1553077_at	5.0469
1553078_at	2.5976
1553079_at	2.3657
1553080_at	2.5926
1553081_at	8.0249
1553082_at	2.9408
1553083_at	1.7189
1553084_at	2.3746
1553086_at	2.1194
1553087_at	1.9559
1553088_a_at	2.4294
1553089_a_at	3.8118
1553093_a_at	2.6097
1553094_at	3.5387
1553096_s_at	3.7511
1553099_at	6.1088
1553101_a_at	6.5733
1553102_a_at	6.7527
1553103_at	10.3894
1553105_s_at	3.4217
1553106_at	4.6782
1553107_s_at	4.2938
1553108_at	4.1747
1553111_a_at	8.2497
1553112_s_at	3.6597
1553113_s_at	10.4764
1553114_a_at	9.0819
1553115_at	3.411
1553117_a_at	5.319
1553118_at	5.252
1553120_at	2.6087
1553122_s_at	5.0437
1553123_at	2.7131
1553125_x_at	2.6085
1553126_a_at	2.9645
1553127_a_at	3.7603
1553129_at	4.2576
1553130_at	3.205
1553131_a_at	2.6043
1553132_a_at	7.4557
1553133_at	2.1463
1553134_s_at	2.6929
1553136_at	3.6613
1553137_s_at	2.9516
1553138_a_at	2.496
1553139_s_at	3.1812
1553140_at	4.619
1553141_at	3.5368
1553142_at	6.3505
1553145_at	5.7828
1553146_at	2.4461
1553147_at	2.6771
1553148_a_at	2.9398
1553150_at	4.5382
