ID_REF	VALUE
1007_s_at	10.3895
1053_at	6.3157
117_at	5.149
121_at	3.7313
1255_g_at	2.7009
1294_at	5.5181
1316_at	4.7629
1320_at	4.9809
1405_i_at	4.8298
1431_at	3.2754
1438_at	3.9154
1487_at	8.8963
1494_f_at	2.9172
1552256_a_at	5.7283
1552257_a_at	10.0975
1552258_at	3.625
1552261_at	3.4282
1552263_at	5.5487
1552264_a_at	5.5114
1552266_at	3.0585
1552269_at	2.6833
1552271_at	2.6387
1552272_a_at	3.3815
1552274_at	4.3007
1552275_s_at	5.6675
1552276_a_at	3.0669
1552277_a_at	6.5921
1552278_a_at	3.1233
1552279_a_at	3.3611
1552280_at	2.1891
1552281_at	3.3623
1552283_s_at	6.2654
1552286_at	7.3066
1552287_s_at	8.6285
1552288_at	2.8882
1552289_a_at	2.4123
1552291_at	8.2303
1552293_at	3.8406
1552295_a_at	3.8417
1552296_at	4.5034
1552299_at	4.3557
1552301_a_at	3.696
1552302_at	4.7276
1552303_a_at	3.0833
1552304_at	3.2686
1552306_at	4.2077
1552307_a_at	6.3718
1552309_a_at	7.7497
1552310_at	6.6556
1552311_a_at	3.4661
1552312_a_at	3.4114
1552314_a_at	2.9619
1552315_at	3.0999
1552316_a_at	3.3222
1552318_at	3.8565
1552319_a_at	5.403
1552320_a_at	3.1723
1552321_a_at	2.4086
1552322_at	3.5887
1552323_s_at	4.9362
1552325_at	3.5895
1552326_a_at	3.8176
1552327_at	4.3883
1552329_at	7.6367
1552330_at	5.1967
1552332_at	4.7448
1552334_at	7.7068
1552335_at	3.0719
1552337_s_at	2.3276
1552338_at	2.5584
1552340_at	3.3607
1552343_s_at	6.6404
1552344_s_at	3.5637
1552347_at	6.4199
1552348_at	2.8934
1552349_a_at	2.9624
1552354_at	2.5143
1552355_s_at	3.435
1552359_at	3.0387
1552360_a_at	8.7666
1552362_a_at	5.4495
1552364_s_at	2.7892
1552365_at	5.8631
1552367_a_at	3.8313
1552368_at	2.1326
1552370_at	6.2847
1552372_at	2.2415
1552373_s_at	2.8611
1552375_at	3.8196
1552377_s_at	5.3598
1552378_s_at	3.5938
1552379_at	2.9888
1552381_at	3.0392
1552383_at	4.0648
1552384_a_at	2.8588
1552386_at	2.6209
1552388_at	3.4761
1552389_at	3.6878
1552390_a_at	3.0055
1552391_at	3.6541
1552393_at	3.1388
1552394_a_at	3.1568
1552395_at	2.1486
1552396_at	3.373
1552398_a_at	5.9259
1552399_a_at	3.1453
1552400_a_at	5.6716
1552401_a_at	4.0588
1552402_at	3.6185
1552405_at	2.4158
1552408_at	2.2851
1552409_a_at	3.6715
1552410_at	3.8513
1552411_at	1.8018
1552412_a_at	2.4848
1552414_at	2.9453
1552415_a_at	2.3004
1552417_a_at	3.3015
1552418_at	3.2912
1552419_s_at	2.1047
1552421_a_at	1.8308
1552422_at	2.8085
1552423_at	5.5314
1552424_at	2.5944
1552425_a_at	3.4831
1552426_a_at	11.8913
1552427_at	3.6782
1552430_at	2.7851
1552432_at	2.8044
1552436_a_at	2.6506
1552438_a_at	2.4638
1552439_s_at	2.8853
1552440_at	2.3491
1552445_a_at	2.2081
1552448_a_at	2.2001
1552449_a_at	2.0524
1552450_a_at	2.6884
1552452_at	2.6758
1552453_a_at	3.9305
1552455_at	3.4625
1552456_a_at	2.8159
1552457_a_at	3.4864
1552458_at	2.698
1552459_a_at	2.537
1552461_at	1.8375
1552463_at	2.9224
1552466_x_at	3.4695
1552467_at	2.9937
1552468_a_at	2.9834
1552470_a_at	2.9439
1552472_a_at	6.0806
1552473_at	3.1444
1552474_a_at	4.8531
1552476_s_at	2.7194
1552477_a_at	6.6356
1552478_a_at	4.8576
1552480_s_at	3.1364
1552481_s_at	8.725
1552482_at	4.1809
1552484_at	2.4798
1552485_at	5.508
1552486_s_at	5.4455
1552487_a_at	6.7502
1552489_s_at	2.3148
1552490_at	2.754
1552491_at	5.1502
1552493_s_at	2.6113
1552494_at	2.9164
1552496_a_at	4.9363
1552497_a_at	2.8303
1552498_at	2.545
1552499_a_at	2.7213
1552501_a_at	3.3874
1552502_s_at	5.0335
1552503_at	2.4615
1552504_a_at	2.8144
1552506_at	2.1123
1552507_at	2.6587
1552508_at	2.7156
1552509_a_at	7.7611
1552510_at	3.1712
1552511_a_at	2.3941
1552514_at	3.1099
1552515_at	3.3136
1552516_a_at	2.6409
1552518_s_at	4.4816
1552519_at	6.6427
1552520_at	3.7589
1552521_a_at	2.5316
1552522_at	2.1052
1552523_a_at	2.7471
1552524_at	2.2714
1552526_at	3.2472
1552528_at	2.8656
1552531_a_at	3.6755
1552532_a_at	11.1901
1552535_at	3.0112
1552536_at	7.7185
1552538_a_at	3.1294
1552540_s_at	5.1
1552541_at	3.4284
1552542_s_at	2.4067
1552543_a_at	3.0226
1552544_at	10.4064
1552546_a_at	3.5523
1552548_at	2.5725
1552549_a_at	3.1885
1552552_s_at	2.5603
1552553_a_at	5.2078
1552554_a_at	2.2564
1552555_at	3.1856
1552557_a_at	3.222
1552558_a_at	3.1062
1552559_a_at	2.2413
1552562_at	2.6453
1552563_a_at	2.6524
1552564_at	2.6687
1552566_at	5.4622
1552568_at	2.5174
1552569_a_at	3.0654
1552570_at	3.3979
1552572_a_at	3.2229
1552573_s_at	2.9627
1552575_a_at	8.7046
1552576_at	3.5577
1552578_a_at	3.4777
1552579_a_at	2.7432
1552580_at	3.0603
1552582_at	2.1474
1552583_s_at	2.4464
1552584_at	6.002
1552585_s_at	2.5946
1552586_at	2.7593
1552587_at	1.7633
1552588_a_at	1.9787
1552590_a_at	2.1221
1552592_at	2.8677
1552594_at	3.6507
1552596_at	2.6449
1552598_at	2.619
1552599_at	2.2868
1552602_at	2.8103
1552604_at	2.7901
1552605_s_at	2.0363
1552607_at	6.328
1552608_at	2.999
1552609_s_at	2.5845
1552610_a_at	5.4328
1552611_a_at	6.0273
1552612_at	5.6572
1552613_s_at	6.108
1552615_at	4.8469
1552616_a_at	3.673
1552617_a_at	5.9645
1552618_at	4.9775
1552619_a_at	4.3488
1552620_at	12.866
1552621_at	7.9279
1552622_s_at	8.6236
1552623_at	2.807
1552625_a_at	6.4684
1552626_a_at	3.4307
1552627_a_at	3.4239
1552628_a_at	8.7394
1552629_a_at	2.3474
1552630_a_at	3.1835
1552631_a_at	3.9694
1552632_a_at	4.1203
1552633_at	3.8616
1552634_a_at	5.4766
1552637_at	2.7199
1552639_at	2.7902
1552641_s_at	3.3474
1552643_at	5.7789
1552644_a_at	2.6763
1552646_at	6.0976
1552648_a_at	3.4242
1552649_a_at	2.7505
1552651_a_at	3.0594
1552652_at	4.3243
1552656_s_at	2.8781
1552657_a_at	2.284
1552658_a_at	6.1216
1552660_a_at	3.0975
1552661_at	2.9619
1552662_a_at	2.3672
1552663_a_at	3.0826
1552664_at	11.9296
1552665_at	3.1516
1552666_a_at	2.6723
1552667_a_at	3.7742
1552669_at	2.503
1552670_a_at	3.1622
1552671_a_at	4.714
1552672_a_at	3.4839
1552673_at	2.1925
1552674_at	2.9179
1552675_at	3.3571
1552676_at	3.0554
1552677_a_at	3.5311
1552678_a_at	3.1172
1552680_a_at	2.9248
1552682_a_at	2.6058
1552684_a_at	2.7291
1552685_a_at	7.5185
1552686_at	2.641
1552687_a_at	3.1081
1552689_at	9.5276
1552690_a_at	2.8973
1552691_at	2.478
1552693_at	2.4707
1552694_at	3.1462
1552695_a_at	3.4179
1552696_at	3.0363
1552698_at	2.7762
1552701_a_at	6.9664
1552703_s_at	8.1182
1552705_at	4.244
1552708_a_at	3.676
1552711_a_at	8.1758
1552712_a_at	6.7169
1552713_a_at	2.449
1552714_at	2.23
1552715_a_at	2.122
1552716_at	3.9503
1552717_s_at	3.2423
1552718_at	4.3636
1552719_at	5.0101
1552721_a_at	2.938
1552722_at	2.6362
1552724_at	3.501
1552725_s_at	2.4699
1552726_at	5.6054
1552727_s_at	5.4727
1552729_at	3.8369
1552730_at	2.5433
1552731_at	3.9849
1552732_at	2.8082
1552733_at	8.0409
1552734_at	3.124
1552735_at	3.4366
1552736_a_at	2.674
1552737_s_at	2.9309
1552738_a_at	4.4541
1552739_s_at	6.6104
1552740_at	4.9728
1552742_at	4.36
1552743_at	2.8177
1552745_at	1.9515
1552747_a_at	3.1933
1552749_a_at	3.7165
1552750_at	2.2021
1552751_a_at	2.8755
1552752_a_at	3.1481
1552754_a_at	6.7271
1552755_at	3.8166
1552757_s_at	2.3136
1552758_at	3.0248
1552760_at	2.9004
1552761_at	3.1433
1552763_at	3.8045
1552765_x_at	3.1747
1552766_at	2.4376
1552767_a_at	5.4065
1552768_at	3.0088
1552769_at	3.6083
1552770_s_at	3.7011
1552771_a_at	3.0993
1552772_at	2.3716
1552773_at	3.3645
1552774_a_at	5.0158
1552775_at	2.6563
1552777_a_at	4.0223
1552779_a_at	3.0353
1552782_at	3.3116
1552783_at	2.9328
1552785_at	4.7477
1552787_at	3.4086
1552788_a_at	3.019
1552789_at	8.7216
1552790_a_at	9.1177
1552791_a_at	2.3463
1552792_at	2.8242
1552793_at	2.2009
1552794_a_at	4.2923
1552796_a_at	2.3249
1552797_s_at	13.0522
1552798_a_at	3.2374
1552799_at	3.0993
1552800_at	2.7941
1552801_at	2.0562
1552803_a_at	3.1629
1552804_a_at	3.5381
1552806_a_at	3.2321
1552807_a_at	5.8972
1552808_at	3.2377
1552809_at	2.6745
1552811_at	3.9431
1552812_a_at	2.2762
1552813_at	3.32
1552814_a_at	2.6072
1552816_at	2.8199
1552818_a_at	2.2573
1552819_at	2.8282
1552822_at	2.9754
1552825_at	3.0602
1552826_at	3.5806
1552827_s_at	2.4766
1552828_at	2.3463
1552829_at	8.6302
1552830_at	2.8754
1552833_at	2.9401
1552834_at	3.5119
1552835_at	2.9247
1552836_at	2.8604
1552837_at	2.8114
1552839_at	2.9343
1552841_s_at	1.8857
1552842_at	2.8438
1552843_at	2.6907
1552845_at	3.209
1552846_s_at	3.6426
1552848_a_at	2.6812
1552849_at	2.795
1552851_at	2.7625
1552852_a_at	3.2278
1552853_at	2.2946
1552854_a_at	3.295
1552856_at	2.9092
1552857_a_at	2.7164
1552858_at	2.5684
1552860_at	2.5151
1552862_at	11.1366
1552863_a_at	2.5891
1552865_a_at	2.827
1552867_at	3.4528
1552868_at	3.0058
1552870_s_at	5.9782
1552872_at	3.3318
1552873_s_at	3.1848
1552875_a_at	3.1101
1552876_at	2.2658
1552877_s_at	2.535
1552878_at	1.9414
1552879_a_at	3.0276
1552880_at	3.3653
1552882_a_at	6.1621
1552884_at	2.9016
1552885_a_at	3.1916
1552887_at	3.4522
1552889_a_at	4.0003
1552890_a_at	3.063
1552892_at	3.3211
1552893_at	2.5847
1552895_a_at	2.5402
1552897_a_at	2.751
1552898_a_at	2.3892
1552899_at	2.5605
1552900_a_at	2.4922
1552902_a_at	2.5348
1552903_at	2.8927
1552904_at	2.2432
1552906_at	2.6429
1552908_at	3.7585
1552910_at	2.3381
1552911_at	2.9507
1552912_a_at	2.1917
1552913_at	2.1485
1552914_a_at	3.7686
1552915_at	2.7033
1552917_at	2.7019
1552919_at	2.7958
1552921_a_at	3.7804
1552922_at	2.3891
1552923_a_at	2.7909
1552924_a_at	3.8894
1552925_at	2.1915
1552927_at	3.5373
1552928_s_at	2.8196
1552929_at	2.3527
1552930_at	4.449
1552931_a_at	4.4058
1552932_at	2.5404
1552933_at	2.9062
1552935_at	3.6851
